fid,id,left,top,right,bottom,row_index,col_index,X,elv_cls,KG_cl_1,KG_cl_2,KG_cl_3,KG_c_1_,lnd_cv_,lnd_c__,bm_clss,bm_shr_,IPCC_r_,_count,_sum,layer,path,IPCC_r__count
354,713054,67.5,26.75,67.75,26.5,253,990,144390,0-100,B,BW,BWh,Arid,Croplands,Croplands,Deserts & Xeric Shrublands,Deserts,SAS,47,3,C2 negative,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C2 negative.gpkg|layername=C2 negative,3119
355,811697,101.75,26,102,25.75,256,1127,175364,800-1500,C,Cw,Cwa,Temperate,Croplands,Croplands,Tropical & Subtropical Moist Broadleaf Forests,T/S Moist BL Forests,EAS,215,3,C2 negative,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C2 negative.gpkg|layername=C2 negative,3547
356,940093,146.25,-33,146.5,-33.25,492,1305,214884,100-400,B,BS,BSk,Arid,Croplands,Croplands,"Temperate Grasslands, Savannas & Shrublands",T. Grasslands,EAU,13,0,C2 negative,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C2 negative.gpkg|layername=C2 negative,107
357,374840,-50,-19.75,-49.75,-20,439,520,63648,400-800,A,Aw,Aw,Tropical,Croplands,Croplands,Tropical & Subtropical Moist Broadleaf Forests,T/S Moist BL Forests,NES,19,19,C2 negative,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C2 negative.gpkg|layername=C2 negative,1185
358,492692,-9,37.25,-8.75,37,211,684,70615,0-100,C,Cs,Csa,Temperate,Croplands,Croplands,"Mediterranean Forests, Woodlands & Scrub",Mediterranean,MED,232,10,C2 negative,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C2 negative.gpkg|layername=C2 negative,2067
359,235733,-98.25,17,-98,16.75,292,327,25770,800-1500,A,Aw,Aw,Tropical,Croplands,Croplands,Tropical & Subtropical Coniferous Forests,T/S Coni. Forests,SCA,11,3,C2 negative,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C2 negative.gpkg|layername=C2 negative,148
360,490472,-9.75,52.25,-9.5,52,151,681,70270,100-400,C,Cf,Cfb,Temperate,Cropland/Natural Vegetation Mosaics,Croplands,Temperate Broadleaf & Mixed Forests,T. BL Forests,NEU,9,0,C2 negative,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C2 negative.gpkg|layername=C2 negative,651
361,790856,94.5,16.25,94.75,16,295,1098,167837,0-100,A,Am,Am,Tropical,Croplands,Croplands,Mangroves,Mangroves,SEA,17,1,C2 negative,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C2 negative.gpkg|layername=C2 negative,882
362,777749,90,53,90.25,52.75,148,1080,164049,400-800,D,Dw,Dwc,Continental,Croplands,Croplands,"Temperate Grasslands, Savannas & Shrublands",T. Grasslands,ESB,14,1,C2 negative,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C2 negative.gpkg|layername=C2 negative,603
363,633812,40,37.25,40.25,37,211,880,122001,400-800,C,Cs,Csa,Temperate,Croplands,Croplands,"Mediterranean Forests, Woodlands & Scrub",Mediterranean,WCA,38,7,C2 negative,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C2 negative.gpkg|layername=C2 negative,1021
364,285498,-81,-4.25,-80.75,-4.5,377,396,36322,100-400,B,BS,BSh,Arid,Cropland/Natural Vegetation Mosaics,Croplands,Tropical & Subtropical Dry Broadleaf Forests,T/S Dry BL Forests,NWS,13,9,C2 negative,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C2 negative.gpkg|layername=C2 negative,146
365,592291,25.5,-22.5,25.75,-22.75,450,822,103035,800-1500,B,BS,BSh,Arid,Croplands,Croplands,Deserts & Xeric Shrublands,Deserts,ESAF,3,1,C2 negative,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C2 negative.gpkg|layername=C2 negative,67
366,1007821,169.75,-45,170,-45.25,540,1399,220810,400-800,C,Cf,Cfb,Temperate,Croplands,Croplands,"Temperate Grasslands, Savannas & Shrublands",T. Grasslands,NZ,0,0,C2 negative,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C2 negative.gpkg|layername=C2 negative,21
367,633780,40,45.25,40.25,45,179,880,122024,0-100,C,Cf,Cfa,Temperate,Croplands,Croplands,"Temperate Grasslands, Savannas & Shrublands",T. Grasslands,EEU,29,1,C2 negative,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C2 negative.gpkg|layername=C2 negative,2093
368,850802,115.25,-30.25,115.5,-30.5,481,1181,189046,100-400,C,Cs,Csa,Temperate,Croplands,Croplands,"Mediterranean Forests, Woodlands & Scrub",Mediterranean,SAU,11,0,C2 negative,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C2 negative.gpkg|layername=C2 negative,634
369,216199,-105,40.5,-104.75,40.25,198,300,20340,800-1500,B,BS,BSk,Arid,Croplands,Croplands,"Temperate Grasslands, Savannas & Shrublands",T. Grasslands,CNA,32,0,C2 negative,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C2 negative.gpkg|layername=C2 negative,2047
370,185269,-115.75,33,-115.5,32.75,228,257,12634,0-100,B,BW,BWh,Arid,Croplands,Croplands,Deserts & Xeric Shrublands,Deserts,NCA,3,2,C2 negative,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C2 negative.gpkg|layername=C2 negative,179
371,570733,18,-33,18.25,-33.25,492,792,92264,0-100,C,Cs,Csb,Temperate,Croplands,Croplands,"Mediterranean Forests, Woodlands & Scrub",Mediterranean,WSAF,0,0,C2 negative,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C2 negative.gpkg|layername=C2 negative,51
372,847913,114.25,-28,114.5,-28.25,472,1177,187987,100-400,B,BS,BSh,Arid,Croplands,Croplands,"Mediterranean Forests, Woodlands & Scrub",Mediterranean,CAU,0,0,C2 negative,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C2 negative.gpkg|layername=C2 negative,25
373,259423,-90,34.5,-89.75,34.25,222,360,31406,0-100,C,Cf,Cfa,Temperate,Cropland/Natural Vegetation Mosaics,Croplands,"Temperate Grasslands, Savannas & Shrublands",T. Grasslands,ENA,73,0,C2 negative,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C2 negative.gpkg|layername=C2 negative,1504
374,734590,75,42.75,75.25,42.5,189,1020,150441,1500-3000,D,Df,Dfb,Continental,Croplands,Croplands,"Temperate Grasslands, Savannas & Shrublands",T. Grasslands,ECA,2,1,C2 negative,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C2 negative.gpkg|layername=C2 negative,76
375,311366,-72,8.75,-71.75,8.5,325,432,43277,0-100,A,Af,Af,Tropical,Cropland/Natural Vegetation Mosaics,Croplands,Tropical & Subtropical Dry Broadleaf Forests,T/S Dry BL Forests,NSA,0,0,C2 negative,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C2 negative.gpkg|layername=C2 negative,15
376,308675,-73,-38.5,-72.75,-38.75,514,428,41985,100-400,C,Cs,Csb,Temperate,Croplands,Croplands,"Mediterranean Forests, Woodlands & Scrub",Mediterranean,SWS,12,9,C2 negative,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C2 negative.gpkg|layername=C2 negative,80
377,170055,-121,56.5,-120.75,56.25,134,236,9606,400-800,D,Df,Dfb,Continental,Croplands,Croplands,Boreal Forests/Taiga,B. Forests,NWN,5,1,C2 negative,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C2 negative.gpkg|layername=C2 negative,502
378,336764,-63.25,-40.75,-63,-41,523,467,53741,0-100,B,BS,BSk,Arid,Cropland/Natural Vegetation Mosaics,Croplands,"Temperate Grasslands, Savannas & Shrublands",T. Grasslands,SSA,0,0,C2 negative,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C2 negative.gpkg|layername=C2 negative,3
379,507048,-4,48.25,-3.75,48,167,704,73696,100-400,C,Cf,Cfb,Temperate,Cropland/Natural Vegetation Mosaics,Croplands,Temperate Broadleaf & Mixed Forests,T. BL Forests,WCE,199,0,C2 negative,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C2 negative.gpkg|layername=C2 negative,5271
380,691357,60,51,60.25,50.75,156,960,139277,100-400,D,Df,Dfa,Continental,Croplands,Croplands,"Temperate Grasslands, Savannas & Shrublands",T. Grasslands,WSB,79,0,C2 negative,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C2 negative.gpkg|layername=C2 negative,2135
381,469741,-17,15,-16.75,14.75,300,652,68228,0-100,B,BS,BSh,Arid,Croplands,Croplands,"Tropical & Subtropical Grasslands, Savannas & Shrublands",T/S Grasslands,SAH,1,0,C2 neutral,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C2 neutral.gpkg|layername=C2 neutral,22
382,602309,29,-7,29.25,-7.25,388,836,108263,1500-3000,A,Aw,Aw,Tropical,Cropland/Natural Vegetation Mosaics,Croplands,Tropical & Subtropical Moist Broadleaf Forests,T/S Moist BL Forests,SEAF,5,0,C2 neutral,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C2 neutral.gpkg|layername=C2 neutral,154
383,328793,-66,-28,-65.75,-28.25,472,456,50896,1500-3000,B,BS,BSk,Arid,Croplands,Croplands,"Tropical & Subtropical Grasslands, Savannas & Shrublands",T/S Grasslands,SES,15,0,C2 neutral,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C2 neutral.gpkg|layername=C2 neutral,1729
384,734640,75,30.25,75.25,30,239,1020,150392,100-400,B,BS,BSh,Arid,Croplands,Croplands,Deserts & Xeric Shrublands,Deserts,TIB,19,0,C2 neutral,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C2 neutral.gpkg|layername=C2 neutral,285
385,606553,30.5,12,30.75,11.75,312,842,110416,400-800,B,BS,BSh,Arid,Croplands,Croplands,"Tropical & Subtropical Grasslands, Savannas & Shrublands",T/S Grasslands,NEAF,6,0,C2 neutral,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C2 neutral.gpkg|layername=C2 neutral,173
386,277471,-83.75,22.5,-83.5,22.25,270,385,34917,0-100,A,Am,Am,Tropical,Croplands,Croplands,Tropical & Subtropical Coniferous Forests,T/S Coni. Forests,CAR,6,0,C2 neutral,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C2 neutral.gpkg|layername=C2 neutral,104
387,337400,-63,-19.75,-62.75,-20,439,468,54068,400-800,A,Aw,Aw,Tropical,Cropland/Natural Vegetation Mosaics,Croplands,"Tropical & Subtropical Grasslands, Savannas & Shrublands",T/S Grasslands,SAM,1,0,C2 neutral,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C2 neutral.gpkg|layername=C2 neutral,555
388,469742,-17,14.75,-16.75,14.5,301,652,68227,0-100,B,BS,BSh,Arid,Croplands,Croplands,"Tropical & Subtropical Grasslands, Savannas & Shrublands",T/S Grasslands,WAF,0,0,C2 neutral,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C2 neutral.gpkg|layername=C2 neutral,57
389,163624,-123.25,44.25,-123,44,183,227,8357,100-400,C,Cs,Csb,Temperate,Croplands,Croplands,"Temperate Grasslands, Savannas & Shrublands",T. Grasslands,WNA,0,0,C2 neutral,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C2 neutral.gpkg|layername=C2 neutral,165
390,892980,130,45.25,130.25,45,179,1240,202656,400-800,D,Dw,Dwb,Continental,Croplands,Croplands,Temperate Broadleaf & Mixed Forests,T. BL Forests,RFE,1,0,C2 neutral,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C2 neutral.gpkg|layername=C2 neutral,177
391,216160,-105,50.25,-104.75,50,159,300,20379,400-800,D,Df,Dfb,Continental,Croplands,Croplands,"Temperate Grasslands, Savannas & Shrublands",T. Grasslands,NEN,0,0,C2 neutral,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C2 neutral.gpkg|layername=C2 neutral,254
392,713054,67.5,26.75,67.75,26.5,253,990,144390,0-100,B,BW,BWh,Arid,Croplands,Croplands,Deserts & Xeric Shrublands,Deserts,SAS,47,0,C2 neutral,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C2 neutral.gpkg|layername=C2 neutral,3119
393,811697,101.75,26,102,25.75,256,1127,175364,800-1500,C,Cw,Cwa,Temperate,Croplands,Croplands,Tropical & Subtropical Moist Broadleaf Forests,T/S Moist BL Forests,EAS,215,0,C2 neutral,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C2 neutral.gpkg|layername=C2 neutral,3547
394,940093,146.25,-33,146.5,-33.25,492,1305,214884,100-400,B,BS,BSk,Arid,Croplands,Croplands,"Temperate Grasslands, Savannas & Shrublands",T. Grasslands,EAU,13,0,C2 neutral,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C2 neutral.gpkg|layername=C2 neutral,107
395,374840,-50,-19.75,-49.75,-20,439,520,63648,400-800,A,Aw,Aw,Tropical,Croplands,Croplands,Tropical & Subtropical Moist Broadleaf Forests,T/S Moist BL Forests,NES,19,0,C2 neutral,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C2 neutral.gpkg|layername=C2 neutral,1185
396,492692,-9,37.25,-8.75,37,211,684,70615,0-100,C,Cs,Csa,Temperate,Croplands,Croplands,"Mediterranean Forests, Woodlands & Scrub",Mediterranean,MED,232,0,C2 neutral,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C2 neutral.gpkg|layername=C2 neutral,2067
397,235733,-98.25,17,-98,16.75,292,327,25770,800-1500,A,Aw,Aw,Tropical,Croplands,Croplands,Tropical & Subtropical Coniferous Forests,T/S Coni. Forests,SCA,11,0,C2 neutral,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C2 neutral.gpkg|layername=C2 neutral,148
398,490472,-9.75,52.25,-9.5,52,151,681,70270,100-400,C,Cf,Cfb,Temperate,Cropland/Natural Vegetation Mosaics,Croplands,Temperate Broadleaf & Mixed Forests,T. BL Forests,NEU,9,0,C2 neutral,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C2 neutral.gpkg|layername=C2 neutral,651
399,790856,94.5,16.25,94.75,16,295,1098,167837,0-100,A,Am,Am,Tropical,Croplands,Croplands,Mangroves,Mangroves,SEA,17,0,C2 neutral,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C2 neutral.gpkg|layername=C2 neutral,882
400,777749,90,53,90.25,52.75,148,1080,164049,400-800,D,Dw,Dwc,Continental,Croplands,Croplands,"Temperate Grasslands, Savannas & Shrublands",T. Grasslands,ESB,14,0,C2 neutral,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C2 neutral.gpkg|layername=C2 neutral,603
401,633812,40,37.25,40.25,37,211,880,122001,400-800,C,Cs,Csa,Temperate,Croplands,Croplands,"Mediterranean Forests, Woodlands & Scrub",Mediterranean,WCA,38,0,C2 neutral,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C2 neutral.gpkg|layername=C2 neutral,1021
402,285498,-81,-4.25,-80.75,-4.5,377,396,36322,100-400,B,BS,BSh,Arid,Cropland/Natural Vegetation Mosaics,Croplands,Tropical & Subtropical Dry Broadleaf Forests,T/S Dry BL Forests,NWS,13,0,C2 neutral,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C2 neutral.gpkg|layername=C2 neutral,146
403,592291,25.5,-22.5,25.75,-22.75,450,822,103035,800-1500,B,BS,BSh,Arid,Croplands,Croplands,Deserts & Xeric Shrublands,Deserts,ESAF,3,0,C2 neutral,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C2 neutral.gpkg|layername=C2 neutral,67
404,1007821,169.75,-45,170,-45.25,540,1399,220810,400-800,C,Cf,Cfb,Temperate,Croplands,Croplands,"Temperate Grasslands, Savannas & Shrublands",T. Grasslands,NZ,0,0,C2 neutral,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C2 neutral.gpkg|layername=C2 neutral,21
405,633780,40,45.25,40.25,45,179,880,122024,0-100,C,Cf,Cfa,Temperate,Croplands,Croplands,"Temperate Grasslands, Savannas & Shrublands",T. Grasslands,EEU,29,0,C2 neutral,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C2 neutral.gpkg|layername=C2 neutral,2093
406,850802,115.25,-30.25,115.5,-30.5,481,1181,189046,100-400,C,Cs,Csa,Temperate,Croplands,Croplands,"Mediterranean Forests, Woodlands & Scrub",Mediterranean,SAU,11,0,C2 neutral,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C2 neutral.gpkg|layername=C2 neutral,634
407,216199,-105,40.5,-104.75,40.25,198,300,20340,800-1500,B,BS,BSk,Arid,Croplands,Croplands,"Temperate Grasslands, Savannas & Shrublands",T. Grasslands,CNA,32,0,C2 neutral,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C2 neutral.gpkg|layername=C2 neutral,2047
408,185269,-115.75,33,-115.5,32.75,228,257,12634,0-100,B,BW,BWh,Arid,Croplands,Croplands,Deserts & Xeric Shrublands,Deserts,NCA,3,0,C2 neutral,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C2 neutral.gpkg|layername=C2 neutral,179
409,570733,18,-33,18.25,-33.25,492,792,92264,0-100,C,Cs,Csb,Temperate,Croplands,Croplands,"Mediterranean Forests, Woodlands & Scrub",Mediterranean,WSAF,0,0,C2 neutral,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C2 neutral.gpkg|layername=C2 neutral,51
410,847913,114.25,-28,114.5,-28.25,472,1177,187987,100-400,B,BS,BSh,Arid,Croplands,Croplands,"Mediterranean Forests, Woodlands & Scrub",Mediterranean,CAU,0,0,C2 neutral,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C2 neutral.gpkg|layername=C2 neutral,25
411,259423,-90,34.5,-89.75,34.25,222,360,31406,0-100,C,Cf,Cfa,Temperate,Cropland/Natural Vegetation Mosaics,Croplands,"Temperate Grasslands, Savannas & Shrublands",T. Grasslands,ENA,73,0,C2 neutral,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C2 neutral.gpkg|layername=C2 neutral,1504
412,734590,75,42.75,75.25,42.5,189,1020,150441,1500-3000,D,Df,Dfb,Continental,Croplands,Croplands,"Temperate Grasslands, Savannas & Shrublands",T. Grasslands,ECA,2,0,C2 neutral,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C2 neutral.gpkg|layername=C2 neutral,76
413,311366,-72,8.75,-71.75,8.5,325,432,43277,0-100,A,Af,Af,Tropical,Cropland/Natural Vegetation Mosaics,Croplands,Tropical & Subtropical Dry Broadleaf Forests,T/S Dry BL Forests,NSA,0,0,C2 neutral,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C2 neutral.gpkg|layername=C2 neutral,15
414,308675,-73,-38.5,-72.75,-38.75,514,428,41985,100-400,C,Cs,Csb,Temperate,Croplands,Croplands,"Mediterranean Forests, Woodlands & Scrub",Mediterranean,SWS,12,0,C2 neutral,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C2 neutral.gpkg|layername=C2 neutral,80
415,170055,-121,56.5,-120.75,56.25,134,236,9606,400-800,D,Df,Dfb,Continental,Croplands,Croplands,Boreal Forests/Taiga,B. Forests,NWN,5,0,C2 neutral,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C2 neutral.gpkg|layername=C2 neutral,502
416,336764,-63.25,-40.75,-63,-41,523,467,53741,0-100,B,BS,BSk,Arid,Cropland/Natural Vegetation Mosaics,Croplands,"Temperate Grasslands, Savannas & Shrublands",T. Grasslands,SSA,0,0,C2 neutral,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C2 neutral.gpkg|layername=C2 neutral,3
417,507048,-4,48.25,-3.75,48,167,704,73696,100-400,C,Cf,Cfb,Temperate,Cropland/Natural Vegetation Mosaics,Croplands,Temperate Broadleaf & Mixed Forests,T. BL Forests,WCE,199,0,C2 neutral,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C2 neutral.gpkg|layername=C2 neutral,5271
418,691357,60,51,60.25,50.75,156,960,139277,100-400,D,Df,Dfa,Continental,Croplands,Croplands,"Temperate Grasslands, Savannas & Shrublands",T. Grasslands,WSB,79,0,C2 neutral,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C2 neutral.gpkg|layername=C2 neutral,2135
419,469741,-17,15,-16.75,14.75,300,652,68228,0-100,B,BS,BSh,Arid,Croplands,Croplands,"Tropical & Subtropical Grasslands, Savannas & Shrublands",T/S Grasslands,SAH,1,1,C2 positive,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C2 positive.gpkg|layername=C2 positive,22
420,602309,29,-7,29.25,-7.25,388,836,108263,1500-3000,A,Aw,Aw,Tropical,Cropland/Natural Vegetation Mosaics,Croplands,Tropical & Subtropical Moist Broadleaf Forests,T/S Moist BL Forests,SEAF,5,2,C2 positive,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C2 positive.gpkg|layername=C2 positive,154
421,328793,-66,-28,-65.75,-28.25,472,456,50896,1500-3000,B,BS,BSk,Arid,Croplands,Croplands,"Tropical & Subtropical Grasslands, Savannas & Shrublands",T/S Grasslands,SES,15,13,C2 positive,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C2 positive.gpkg|layername=C2 positive,1729
422,734640,75,30.25,75.25,30,239,1020,150392,100-400,B,BS,BSh,Arid,Croplands,Croplands,Deserts & Xeric Shrublands,Deserts,TIB,19,18,C2 positive,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C2 positive.gpkg|layername=C2 positive,285
423,606553,30.5,12,30.75,11.75,312,842,110416,400-800,B,BS,BSh,Arid,Croplands,Croplands,"Tropical & Subtropical Grasslands, Savannas & Shrublands",T/S Grasslands,NEAF,6,2,C2 positive,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C2 positive.gpkg|layername=C2 positive,173
424,277471,-83.75,22.5,-83.5,22.25,270,385,34917,0-100,A,Am,Am,Tropical,Croplands,Croplands,Tropical & Subtropical Coniferous Forests,T/S Coni. Forests,CAR,6,5,C2 positive,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C2 positive.gpkg|layername=C2 positive,104
425,337400,-63,-19.75,-62.75,-20,439,468,54068,400-800,A,Aw,Aw,Tropical,Cropland/Natural Vegetation Mosaics,Croplands,"Tropical & Subtropical Grasslands, Savannas & Shrublands",T/S Grasslands,SAM,1,1,C2 positive,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C2 positive.gpkg|layername=C2 positive,555
426,469742,-17,14.75,-16.75,14.5,301,652,68227,0-100,B,BS,BSh,Arid,Croplands,Croplands,"Tropical & Subtropical Grasslands, Savannas & Shrublands",T/S Grasslands,WAF,0,0,C2 positive,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C2 positive.gpkg|layername=C2 positive,57
427,163624,-123.25,44.25,-123,44,183,227,8357,100-400,C,Cs,Csb,Temperate,Croplands,Croplands,"Temperate Grasslands, Savannas & Shrublands",T. Grasslands,WNA,0,0,C2 positive,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C2 positive.gpkg|layername=C2 positive,165
428,892980,130,45.25,130.25,45,179,1240,202656,400-800,D,Dw,Dwb,Continental,Croplands,Croplands,Temperate Broadleaf & Mixed Forests,T. BL Forests,RFE,1,1,C2 positive,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C2 positive.gpkg|layername=C2 positive,177
429,216160,-105,50.25,-104.75,50,159,300,20379,400-800,D,Df,Dfb,Continental,Croplands,Croplands,"Temperate Grasslands, Savannas & Shrublands",T. Grasslands,NEN,0,0,C2 positive,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C2 positive.gpkg|layername=C2 positive,254
430,713054,67.5,26.75,67.75,26.5,253,990,144390,0-100,B,BW,BWh,Arid,Croplands,Croplands,Deserts & Xeric Shrublands,Deserts,SAS,47,44,C2 positive,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C2 positive.gpkg|layername=C2 positive,3119
431,811697,101.75,26,102,25.75,256,1127,175364,800-1500,C,Cw,Cwa,Temperate,Croplands,Croplands,Tropical & Subtropical Moist Broadleaf Forests,T/S Moist BL Forests,EAS,215,212,C2 positive,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C2 positive.gpkg|layername=C2 positive,3547
432,940093,146.25,-33,146.5,-33.25,492,1305,214884,100-400,B,BS,BSk,Arid,Croplands,Croplands,"Temperate Grasslands, Savannas & Shrublands",T. Grasslands,EAU,13,13,C2 positive,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C2 positive.gpkg|layername=C2 positive,107
433,374840,-50,-19.75,-49.75,-20,439,520,63648,400-800,A,Aw,Aw,Tropical,Croplands,Croplands,Tropical & Subtropical Moist Broadleaf Forests,T/S Moist BL Forests,NES,19,0,C2 positive,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C2 positive.gpkg|layername=C2 positive,1185
434,492692,-9,37.25,-8.75,37,211,684,70615,0-100,C,Cs,Csa,Temperate,Croplands,Croplands,"Mediterranean Forests, Woodlands & Scrub",Mediterranean,MED,232,222,C2 positive,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C2 positive.gpkg|layername=C2 positive,2067
435,235733,-98.25,17,-98,16.75,292,327,25770,800-1500,A,Aw,Aw,Tropical,Croplands,Croplands,Tropical & Subtropical Coniferous Forests,T/S Coni. Forests,SCA,11,8,C2 positive,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C2 positive.gpkg|layername=C2 positive,148
436,490472,-9.75,52.25,-9.5,52,151,681,70270,100-400,C,Cf,Cfb,Temperate,Cropland/Natural Vegetation Mosaics,Croplands,Temperate Broadleaf & Mixed Forests,T. BL Forests,NEU,9,9,C2 positive,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C2 positive.gpkg|layername=C2 positive,651
437,790856,94.5,16.25,94.75,16,295,1098,167837,0-100,A,Am,Am,Tropical,Croplands,Croplands,Mangroves,Mangroves,SEA,17,16,C2 positive,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C2 positive.gpkg|layername=C2 positive,882
438,777749,90,53,90.25,52.75,148,1080,164049,400-800,D,Dw,Dwc,Continental,Croplands,Croplands,"Temperate Grasslands, Savannas & Shrublands",T. Grasslands,ESB,14,13,C2 positive,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C2 positive.gpkg|layername=C2 positive,603
439,633812,40,37.25,40.25,37,211,880,122001,400-800,C,Cs,Csa,Temperate,Croplands,Croplands,"Mediterranean Forests, Woodlands & Scrub",Mediterranean,WCA,38,31,C2 positive,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C2 positive.gpkg|layername=C2 positive,1021
440,285498,-81,-4.25,-80.75,-4.5,377,396,36322,100-400,B,BS,BSh,Arid,Cropland/Natural Vegetation Mosaics,Croplands,Tropical & Subtropical Dry Broadleaf Forests,T/S Dry BL Forests,NWS,13,4,C2 positive,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C2 positive.gpkg|layername=C2 positive,146
441,592291,25.5,-22.5,25.75,-22.75,450,822,103035,800-1500,B,BS,BSh,Arid,Croplands,Croplands,Deserts & Xeric Shrublands,Deserts,ESAF,3,2,C2 positive,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C2 positive.gpkg|layername=C2 positive,67
